Approved Symbol	Ensembl Gene ID
BCL2A1	ENSG00000140379
BCL2L1	ENSG00000171552
BCL2L10	ENSG00000137875
BCL2L11	ENSG00000153094
BCL2L2	ENSG00000129473
BAK1P1	ENSG00000175730
BAK1P2	ENSG00000236616
BCL3	ENSG00000069399
BCL4~withdrawn	
BCL5	
BCL6	ENSG00000113916
BCL6B	ENSG00000161940
BCL7~withdrawn	
BCL7A	ENSG00000110987
BCL7B	ENSG00000106635
BCL7C	ENSG00000099385
NBEAP1	ENSG00000258590
BCL9	ENSG00000116128
BCMA~withdrawn	
BCNG1~withdrawn	
BCNG2~withdrawn	
OPN1SW	ENSG00000128617
BCPM~withdrawn	
BCR	ENSG00000186716
BCRP2	ENSG00000169668
BCRP3	ENSG00000215481
BCRP4	ENSG00000215456
BCRP5	ENSG00000235062
BCRL6~withdrawn	
BCS1L	ENSG00000074582
BCUR1~withdrawn	
BCYRN1	ENSG00000236824
BCYRN1P1	
BCYRN1P2	
BDB~withdrawn	
BDB1~withdrawn	
BDH1	ENSG00000161267
BDK~withdrawn	
BDKRB1	ENSG00000100739
BDKRB2	ENSG00000168398
BDM~withdrawn	
BDMR~withdrawn	
BDNF	ENSG00000176697
BECN1	ENSG00000126581
BEVI~withdrawn	
BEX1	ENSG00000133169
CFB	ENSG00000243649
BFD~withdrawn	
BFLS~withdrawn	
BFSP1	ENSG00000125864
BFSP2	ENSG00000170819
BFT~withdrawn	
BGLAP	ENSG00000242252
BGN	ENSG00000182492
BGP~withdrawn	
BHLHE40	ENSG00000134107
BHMT	ENSG00000145692
BHMT2	ENSG00000132840
BICD1	ENSG00000151746
BID	ENSG00000015475
BIK	ENSG00000100290
BIN1	ENSG00000136717
BIN2	ENSG00000110934
BIN3	ENSG00000147439
BLCAP	ENSG00000166619
BLIMP1~withdrawn	
BLK	ENSG00000136573
BLM	ENSG00000197299
BLMH	
CXCR5	ENSG00000160683
BLVR~withdrawn	
BLVRA	ENSG00000106605
BLVRB	ENSG00000090013
BLYM~withdrawn	
BLZF1	ENSG00000117475
BMI1	ENSG00000168283
BMP1	ENSG00000168487
BMP15	ENSG00000130385
BMP2	ENSG00000125845
BMP3	ENSG00000152785
BMP4	ENSG00000125378
BMP5	ENSG00000112175
BMP6	ENSG00000153162
BMP7	ENSG00000101144
BMP8B	ENSG00000116985
BMPR1A	ENSG00000107779
BMPR1B	ENSG00000138696
BMPR2	ENSG00000204217
BMX	ENSG00000102010
POLR3D	ENSG00000168495
BNC1	ENSG00000169594
BNIP1	ENSG00000113734
BNIP2	ENSG00000140299
BNIP3	ENSG00000176171
BNIP3L	ENSG00000104765
BNSP~withdrawn	
BOK	ENSG00000176720
BOR~withdrawn	
BORJ~withdrawn	
DST	ENSG00000151914
BPAG2~withdrawn	
FOXL2	ENSG00000183770
BPGM	ENSG00000172331
BPHL	ENSG00000137274
BPI	ENSG00000101425
BPNT1	ENSG00000162813
BRAF	ENSG00000157764
BRAFPS1~withdrawn	
BRAP	ENSG00000089234
BRCA1	ENSG00000012048
BRCA2	ENSG00000139618
BRD1	ENSG00000100425
BRD2	ENSG00000204256
BRD3	ENSG00000169925
BRDT	ENSG00000137948
BABAM2	ENSG00000158019
ZFP36L1	ENSG00000185650
ZFP36L2	ENSG00000152518
BRI3	ENSG00000164713
BRIC~withdrawn	
BRN3B~withdrawn	
NCAPH	ENSG00000121152
BRS3	ENSG00000102239
BSCL~withdrawn	
BSEP~withdrawn	
BSG	ENSG00000172270
BSN	ENSG00000164061
BST1	ENSG00000109743
BST2	ENSG00000130303
BTBD1	ENSG00000064726
BTC	ENSG00000174808
BTD	ENSG00000169814
KLF9	ENSG00000119138
BTEB2~withdrawn	
BTF3	ENSG00000145741
BTF3P11	ENSG00000118903
BTF3P12	ENSG00000213003
BTF3P13	ENSG00000227118
BTF3P1	ENSG00000254225
BTG1	ENSG00000133639
BTG2	ENSG00000159388
BTG3	ENSG00000154640
BTK	ENSG00000010671
BTN~withdrawn	
BTN1A1	ENSG00000124557
BTN2A1	ENSG00000112763
BTN2A2	ENSG00000124508
BTN3A1	ENSG00000026950
BTN3A2	ENSG00000186470
BTN3A3	ENSG00000111801
BTNL2	ENSG00000204290
BTNL3	ENSG00000168903
BTRC	ENSG00000166167
FBXW11P1	ENSG00000230870
BTS~withdrawn	
BTS1	
BUB1	ENSG00000169679
BUB1B	ENSG00000156970
BUB1L~withdrawn	
BUB3	ENSG00000154473
BVES	ENSG00000112276
BVR1	
BWS~withdrawn	
BWSCR1A~withdrawn	
BWSCR1B~withdrawn	
BYSL	ENSG00000112578
TSPO	ENSG00000100300
BZS~withdrawn	
TWNK	ENSG00000107815
CEP55	ENSG00000138180
FRA10AC1	ENSG00000148690
C11orf1	ENSG00000137720
TMEM258	ENSG00000134825
DAGLA	ENSG00000134780
RASSF7	ENSG00000099849
NRIP3	ENSG00000175352
TMEM9B	ENSG00000175348
C11orf16	ENSG00000176029
AKIP1	ENSG00000166452
ELP4	ENSG00000109911
VPS51	ENSG00000149823
PPP6R3	ENSG00000110075
C11orf24	ENSG00000171067
C11orf3~withdrawn	
MRPL49	ENSG00000149792
ZNHIT2	ENSG00000174276
C11orf7~withdrawn	
MPPED2	ENSG00000066382
MYRF	ENSG00000124920
C12orf1~withdrawn	
ANO2	ENSG00000047617
C12orf4	ENSG00000047621
TIGAR	ENSG00000078237
PARP11	ENSG00000111224
ERG28	ENSG00000133935
ATP5MPL	ENSG00000156411
AHSA1	ENSG00000100591
NPAP1	ENSG00000185823
EID1	
MRPL46	ENSG00000259494
LINC00597	
C15orf6~withdrawn	
C16orf1~withdrawn	
C16orf2~withdrawn	
GAS8-AS1	ENSG00000221819
C16orf4~withdrawn	
C16orf6~withdrawn	
C17orf1~withdrawn	
C17orf10~withdrawn	
C17orf11~withdrawn	
C17orf12~withdrawn	
C17orf13~withdrawn	
C17orf14~withdrawn	
C17orf15~withdrawn	
C17orf16~withdrawn	
C17orf17~withdrawn	
C17orf18~withdrawn	
C17orf19~withdrawn	
FBXW10	ENSG00000171931
FMNL1	ENSG00000184922
C17orf2~withdrawn	
C17orf20~withdrawn	
C17orf21~withdrawn	
C17orf22~withdrawn	
MCUR1P1	ENSG00000262402
C17orf4~withdrawn	
C17orf5~withdrawn	
SMG6-IT1	ENSG00000278941
C17orf7~withdrawn	
C17orf8~withdrawn	
C17orf9~withdrawn	
LDLRAD4	ENSG00000168675
LINC00470	ENSG00000132204
GIPC1	ENSG00000123159
C1HR~withdrawn	
SERPING1	ENSG00000149131
ERC2-IT1	
CRNN	ENSG00000143536
C1orf11~withdrawn	
EGLN1	ENSG00000135766
FAM189B	ENSG00000160767
C1orf3~withdrawn	
C1orf4~withdrawn	
C1orf5~withdrawn	
UBQLN4	ENSG00000160803
C1orf7~withdrawn	
TMEM59	ENSG00000116209
SUCO	ENSG00000094975
C1QA	ENSG00000173372
C1QB	ENSG00000173369
C1QBP	ENSG00000108561
C1QBPP1	ENSG00000215353
C1QC	ENSG00000159189
C1R	ENSG00000159403
C1S	ENSG00000182326
C2	ENSG00000166278
TPX2	ENSG00000088325
C20orf2~withdrawn	
C21orf1~withdrawn	
C21orf10~withdrawn	
FAM3B	ENSG00000183844
C21orf12~withdrawn	
LCA5L	ENSG00000157578
C21orf14~withdrawn	
C21orf15~withdrawn	
SETD4	ENSG00000185917
C21orf19~withdrawn	
CFAP410	ENSG00000160226
NCRNA00098~withdrawn	
LINC00111	ENSG00000227702
LINC00112	ENSG00000232401
LINC00113	ENSG00000225298
LINC00114	ENSG00000223806
C2CD2	ENSG00000157617
C21orf27~withdrawn	
TSPEAR	ENSG00000175894
C21orf3~withdrawn	
LRRC3DN	
TSPEAR-AS1	ENSG00000235890
C21orf32~withdrawn	
GATD3A	ENSG00000160221
MIR99AHG	ENSG00000215386
C21orf35~withdrawn	
LINC01549	ENSG00000232560
C21orf38~withdrawn	
CHODL-AS1	ENSG00000231755
TMEM50B	ENSG00000142188
C21orf40~withdrawn	
GRIK1-AS2	
LINC00158	ENSG00000185433
C21orf43~withdrawn	
LINC00159	ENSG00000230323
MIS18A	ENSG00000159055
C21orf46~withdrawn	
C21orf48~withdrawn	
C21orf62-AS1	ENSG00000205930
DOP1B	ENSG00000142197
C21orf50~withdrawn	
SMIM11A	ENSG00000205670
LINC00160	ENSG00000230978
C21orf53~withdrawn	
LINC01548	ENSG00000229086
DNAJC28	ENSG00000177692
SPATC1L	ENSG00000160284
YBEY	ENSG00000182362
C21orf58	ENSG00000160298
CFAP298	ENSG00000159079
RWDD2B	ENSG00000156253
C21orf60~withdrawn	
MRAP	ENSG00000170262
C21orf62	ENSG00000205929
MPPED1	ENSG00000186732
CBY1	ENSG00000100211
RHBDD3	ENSG00000100263
TBC1D22A	ENSG00000054611
TMEM184B	ENSG00000198792
C22orf6~withdrawn	
TTLL1	ENSG00000100271
FAM118A	ENSG00000100376
KIAA0930	ENSG00000100364
C2orf1~withdrawn	
EML4	ENSG00000143924
GCFC2	ENSG00000005436
C3	ENSG00000125730
C3AR1	ENSG00000171860
C3CER1	
TIMMDC1	ENSG00000113845
CLDND1	ENSG00000080822
C4A	ENSG00000244731
C4B	ENSG00000224389
C4BPA	ENSG00000123838
C4BPAP1	ENSG00000224462
C4BPAP2	ENSG00000232621
C4BPB	ENSG00000123843
SLC30A9	ENSG00000014824
MYOZ2	ENSG00000172399
C5	ENSG00000106804
OFD1P17	ENSG00000228212
FAM114A2	ENSG00000055147
FAXDC2	ENSG00000170271
FAM13B	ENSG00000031003
FAM53C	ENSG00000120709
KDM3B	ENSG00000120733
C5AR1	ENSG00000197405
C6	ENSG00000039537
SMIM29	ENSG00000186577
C6orf2~withdrawn	
TRAF3IP2-AS2~withdrawn	
TRAF3IP2	ENSG00000056972
C6orf5~withdrawn	
C6orf6~withdrawn	
C7	ENSG00000112936
C7orf1~withdrawn	
SAMD9	ENSG00000205413
SAMD9L	ENSG00000177409
ASZ1	ENSG00000154438
C7orf8~withdrawn	
C8A	ENSG00000157131
C8B	ENSG00000021852
C8G	ENSG00000176919
OSGIN2	ENSG00000164823
ERLIN2	ENSG00000147475
TCIM	ENSG00000176907
C9	ENSG00000113600
EQTN	ENSG00000120160
C9orf2~withdrawn	
C9orf3	ENSG00000148120
FRRS1L	ENSG00000260230
TMEM245	ENSG00000106771
FAM206A	ENSG00000119328
CACFD1	ENSG00000160325
ADAMTS13	ENSG00000160323
SPACA9	ENSG00000165698
CA1	ENSG00000133742
CA10	ENSG00000154975
CA11	ENSG00000063180
CA12	ENSG00000074410
CA14	ENSG00000118298
CA2	ENSG00000104267
CA3	ENSG00000164879
CA4	ENSG00000167434
CA5~withdrawn	
CA5A	ENSG00000174990
CA5B	ENSG00000169239
CA5AP1	ENSG00000260133
CA6	ENSG00000131686
CA7	ENSG00000168748
CA8	ENSG00000178538
CA9	ENSG00000107159
CABP1	ENSG00000157782
CABP2	ENSG00000167791
CABP4	ENSG00000175544
CACD	
CACNA1A	ENSG00000141837
CACNA1B	ENSG00000148408
CACNA1C	ENSG00000151067
CACNA1D	ENSG00000157388
CACNA1E	ENSG00000198216
CACNA1F	ENSG00000102001
CACNA1G	ENSG00000006283
CACNA1H	
CACNA1I	ENSG00000100346
CACNA1S	ENSG00000081248
CACNA2~withdrawn	
CACNA2D1	ENSG00000153956
CACNA2D2	ENSG00000007402
CACNB1	ENSG00000067191
CACNB2	ENSG00000165995
CACNB3	ENSG00000167535
CACNB4	ENSG00000182389
CACNG1	ENSG00000108878
CACNG2	ENSG00000166862
CACNG3	ENSG00000006116
CACNG4	ENSG00000075461
CACNG5	ENSG00000075429
CACNL1A1~withdrawn	
CACNL1A2~withdrawn	
CACNL1A3~withdrawn	
CACNL1A4~withdrawn	
CACNL1A5~withdrawn	
CACNL1A6~withdrawn	
CACNL2A~withdrawn	
CACNLB1~withdrawn	
CACNLB2~withdrawn	
CACNLB3~withdrawn	
CACP~withdrawn	
SLC25A20	ENSG00000178537
SLC25A20P1	ENSG00000218363
CACY~withdrawn	
CAD	ENSG00000084774
CADASIL~withdrawn	
CADPS	ENSG00000163618
CAE1~withdrawn	
CAE2~withdrawn	
CAGA~withdrawn	
CAGB~withdrawn	
CAK~withdrawn	
CAL1H~withdrawn	
CAL1L~withdrawn	
CALB1	ENSG00000104327
CALB2	ENSG00000172137
S100G	ENSG00000169906
CALCA	ENSG00000110680
CALCB	
CALCP	ENSG00000253179
CALCR	ENSG00000004948
CALD1	ENSG00000122786
CALM1	ENSG00000198668
CALM1P1	ENSG00000223467
CALM1P2	ENSG00000230564
CALM2	ENSG00000143933
CALM2P1	ENSG00000267170
CALM2P2	ENSG00000229097
CALM2P3	ENSG00000215482
CALM3	ENSG00000160014
CALML1~withdrawn	
CALML2~withdrawn	
CALML3	ENSG00000178363
CALNA~withdrawn	
CALNB~withdrawn	
CALR	ENSG00000179218
CALS~withdrawn	
CALT~withdrawn	
CALU	ENSG00000128595
CAMK1	ENSG00000134072
CAMK2A	ENSG00000070808
CAMK2B	ENSG00000058404
CAMK2D	ENSG00000145349
CAMK2G	ENSG00000148660
CAMK4	ENSG00000152495
CAMKA~withdrawn	
CAMKB~withdrawn	
CAMKD~withdrawn	
CAMKG~withdrawn	
CAMKK1	ENSG00000004660
CAMKK2	ENSG00000110931
CAMLG	ENSG00000164615
CAMP	ENSG00000164047
CANX	ENSG00000127022
CAPG	ENSG00000042493
CAPL~withdrawn	
CAPN1	ENSG00000014216
CAPN10	ENSG00000142330
CAPN11	ENSG00000137225
CAPN2	ENSG00000162909
CAPN3	ENSG00000092529
CAPNS1	ENSG00000126247
CAPN5	ENSG00000149260
CAPN6	ENSG00000077274
CAPN7	ENSG00000131375
CAPN8	ENSG00000203697
CAPN9	ENSG00000135773
CAPS	ENSG00000105519
CAPZA1	ENSG00000116489
CAPZA1P	
CAPZA2	ENSG00000198898
CAPZB	ENSG00000077549
SHPK	ENSG00000197417
CARS	ENSG00000110619
ALX1	ENSG00000180318
CASA~withdrawn	
CASB~withdrawn	
CASK	ENSG00000147044
CASKP1	ENSG00000234059
CASP1	ENSG00000137752
CASP10	ENSG00000003400
CASP14	ENSG00000105141
CASP2	ENSG00000106144
CASP3	ENSG00000164305
CASP4	ENSG00000196954
CASP5	ENSG00000137757
CASP6	ENSG00000138794
CASP7	ENSG00000165806
CASP8	ENSG00000064012
CASP8AP2	ENSG00000118412
CASP9	ENSG00000132906
CASQ1	ENSG00000143318
CASQ2	ENSG00000118729
CASR	ENSG00000036828
CAST	ENSG00000153113
CAT	ENSG00000121691
CATHL1L~withdrawn	
CATHLP~withdrawn	
CATR1	
CAV~withdrawn	
CAV1	ENSG00000105974
CAV2	ENSG00000105971
CAV3	ENSG00000182533
MICU1	ENSG00000107745
CBBM~withdrawn	
CBD~withdrawn	
CBFA1~withdrawn	
CBFA2~withdrawn	
RUNX1T1	ENSG00000079102
CBFA2T2	ENSG00000078699
CBFA2T3	ENSG00000129993
CBFA3~withdrawn	
CBFB	ENSG00000067955
SERPINA6	ENSG00000170099
CBL	ENSG00000110395
CBLB	ENSG00000114423
CBLN1	ENSG00000102924
CBLN2	ENSG00000141668
CBP~withdrawn	
SERPINH1	ENSG00000149257
SERPINH2~withdrawn	
CBR1	ENSG00000159228
CBR3	ENSG00000159231
CBS	ENSG00000160200
CBX1	ENSG00000108468
CBX2	ENSG00000173894
CBX3	ENSG00000122565
CBX4	ENSG00000141582
CBX5	ENSG00000094916
CBX6	ENSG00000183741
CBX7	ENSG00000100307
CCA~withdrawn	
CCA1	
CCA2~withdrawn	
CCAL1	
CCAL2~withdrawn	
CCAT~withdrawn	
KYAT1	ENSG00000171097
ACKR2	ENSG00000144648
CCD#~withdrawn	
CCD1~withdrawn	
CCIN	ENSG00000185972
CCK	ENSG00000187094
CCKAR	ENSG00000163394
CCKBR	ENSG00000110148
CCL~withdrawn	
KRIT1	ENSG00000001631
C7orf22~withdrawn	
CCM3~withdrawn	
CCNA~withdrawn	
CCNA1	ENSG00000133101
CCNA2	ENSG00000145386
CCNB1	ENSG00000134057
CCNB2	ENSG00000157456
CCNC	ENSG00000112237
CCND1	ENSG00000110092
CCND2	ENSG00000118971
CCND2P1	ENSG00000256847
CCND3	ENSG00000112576
CCND3P1	ENSG00000224473
CCNDBP1	ENSG00000166946
CCNE~withdrawn	
CCNE1	ENSG00000105173
CCNE2	ENSG00000175305
CCNF	ENSG00000162063
CCNG1	ENSG00000113328
CCNG2	ENSG00000138764
CCNH	ENSG00000134480
CCNI	ENSG00000118816
CCNK	ENSG00000090061
CCNL1~withdrawn	
CCNM~withdrawn	
CCNT1	ENSG00000129315
CCNT2	ENSG00000082258
CCO~withdrawn	
CCR1	ENSG00000163823
CCR2	ENSG00000121807
CCR3	ENSG00000183625
CCR4	ENSG00000183813
CCR5	ENSG00000160791
CCR6	ENSG00000112486
CCR7	ENSG00000126353
CCR8	ENSG00000179934
CCR9	ENSG00000173585
ACKR4	ENSG00000129048
CCRL2	ENSG00000121797
CCS	ENSG00000173992
CCT	
CCT2	ENSG00000166226
CCT3	ENSG00000163468
CCT4	ENSG00000115484
CCT5	ENSG00000150753
CCT6~withdrawn	
CCT6A	ENSG00000146731
CCT6B	ENSG00000132141
CCT7	ENSG00000135624
CCT8	ENSG00000156261
CCV	
XCR1	ENSG00000173578
CD11B~withdrawn	
CD13~withdrawn	
CD14	ENSG00000170458
CD15~withdrawn	
CD151	ENSG00000177697
CD163	ENSG00000177575
CD164	ENSG00000135535
CD19	ENSG00000177455
CD1A	ENSG00000158477
CD1B	ENSG00000158485
CD1C	ENSG00000158481
CD1D	ENSG00000158473
CD1E	ENSG00000158488
CD2	ENSG00000116824
CD20~withdrawn	
CD209	ENSG00000090659
CD20L~withdrawn	
CD22	ENSG00000012124
CD23A~withdrawn	
CD24	ENSG00000272398
CD24P1	ENSG00000236500
CD24P2	ENSG00000261333
CD24P3	
CD24P4	ENSG00000185275
CD26~withdrawn	
CD27LG~withdrawn	
CD28	ENSG00000178562
CD28LG1~withdrawn	
CD28LG2~withdrawn	
CD2BP2	ENSG00000169217
CD30~withdrawn	
CD30LG~withdrawn	
CD33	ENSG00000105383
CD33L1~withdrawn	
CD33L2~withdrawn	
CD34	ENSG00000174059
CD36	ENSG00000135218
SCARB1	ENSG00000073060
SCARB2	ENSG00000138760
CD37	ENSG00000104894
CD38	ENSG00000004468
CD39~withdrawn	
CD39L1~withdrawn	
CD39L2~withdrawn	
CD39L3~withdrawn	
CD39L4~withdrawn	
CD3D	ENSG00000167286
CD3E	ENSG00000198851
CD3G	ENSG00000160654
CD3W~withdrawn	
CD247	ENSG00000198821
CD4	ENSG00000010610
TNFRSF5~withdrawn	
TNFSF5~withdrawn	
CD44	ENSG00000026508
CD47	ENSG00000196776
CD48	ENSG00000117091
CD49B~withdrawn	
CD5	ENSG00000110448
CD53	ENSG00000143119
CD57~withdrawn	
CD58	ENSG00000116815
CD59	ENSG00000085063
CD5L	ENSG00000073754
CD6	ENSG00000013725
CD63	ENSG00000135404
CD68	ENSG00000129226
CD69	ENSG00000110848
CD7	ENSG00000173762
CD72	ENSG00000137101
CD74	ENSG00000019582
CD79A	ENSG00000105369
CD79B	ENSG00000007312
CD80	ENSG00000121594
CD81	ENSG00000110651
KAI1~withdrawn	
CD83	ENSG00000112149
CD84	ENSG00000066294
CD86	ENSG00000114013
CD8A	ENSG00000153563
CD8B	ENSG00000172116
CD8B2	ENSG00000254126
CD9	ENSG00000010278
CD94~withdrawn	
ADGRE5	ENSG00000123146
CDA	ENSG00000158825
CDAN1	ENSG00000140326
CDAN2~withdrawn	
CDAN3	
CDB2	
SEPT7	ENSG00000122545
CDC14A	ENSG00000079335
CDC14B	ENSG00000081377
CDC16	ENSG00000130177
CDC18L~withdrawn	
CDK1	ENSG00000170312
CDC20	ENSG00000117399
CDC23	ENSG00000094880
CDC25A	ENSG00000164045
CDC25B	ENSG00000101224
CDC25C	ENSG00000158402
CDC27	ENSG00000004897
CDK11B	ENSG00000248333
CDK11A	ENSG00000008128
CDC2L3~withdrawn	
CDC2L4~withdrawn	
CDK13	ENSG00000065883
CDC34	
CDC37	ENSG00000105401
CDC42	ENSG00000070831
CDC42BPA	ENSG00000143776
CDC42BPB	ENSG00000198752
CDC45	ENSG00000093009
CDC45L2~withdrawn	
CDC46~withdrawn	
LRBA	ENSG00000198589
CDC5L	ENSG00000096401
CDC6	ENSG00000094804
CDC7	ENSG00000097046
CDCL1~withdrawn	
CDG1~withdrawn	
CDH1	ENSG00000039068
CDH10	ENSG00000040731
CDH11	ENSG00000140937
CDH12	ENSG00000154162
CDH12P2	ENSG00000249230
CDH13	
CDH15	ENSG00000129910
CDH16	ENSG00000166589
CDH17	ENSG00000079112
CDH18	ENSG00000145526
CDH19	ENSG00000071991
CDH2	ENSG00000170558
CDH20	ENSG00000101542
CDH21~withdrawn	
CDH3	ENSG00000062038
CDH4	ENSG00000179242
CDH5	ENSG00000179776
CDH6	ENSG00000113361
CDH7	ENSG00000081138
CDH8	ENSG00000150394
CDH9	ENSG00000113100
CDIPT	ENSG00000103502
CDK10	ENSG00000185324
CDK2	ENSG00000123374
CDK3	ENSG00000250506
CDK4	ENSG00000135446
CDK5	ENSG00000164885
CDK5R1	ENSG00000176749
CDK5R2	ENSG00000171450
CDK6	ENSG00000105810
CDK7	ENSG00000134058
CDK8	ENSG00000132964
CDK9	ENSG00000136807
CDKL1	ENSG00000100490
CDKL2	ENSG00000138769
CDKN1~withdrawn	
CDKN1A	ENSG00000124762
CDKN1B	ENSG00000111276
CDKN1C	ENSG00000129757
CDKN2A	ENSG00000147889
CDKN2B	ENSG00000147883
CDKN2C	ENSG00000123080
CDKN2D	ENSG00000129355
CDKN3	ENSG00000100526
CDL1	
CDL2	
CDN1~withdrawn	
CDO1	ENSG00000129596
CDPX1~withdrawn	
CDPX2~withdrawn	
CDR1	ENSG00000184258
CDR2	
CDS1	ENSG00000163624
CDS2	ENSG00000101290
CDSN	ENSG00000204539
CDSP~withdrawn	
CD52	ENSG00000169442
CDX1	ENSG00000113722
CDX2	ENSG00000165556
CDX3~withdrawn	
CDX4	ENSG00000131264
CDY1	ENSG00000172288
CDY2A	ENSG00000182415
CDYL	ENSG00000153046
CDYP~withdrawn	
CEA~withdrawn	
CEACAM1	ENSG00000079385
CEACAM3	ENSG00000170956
CEACAM4	ENSG00000105352
CEACAM5	ENSG00000105388
CEACAM6	ENSG00000086548
CEACAM7	ENSG00000007306
CEACAM8	ENSG00000124469
CEACAMP1	ENSG00000233681
CEACAMP10	ENSG00000241104
CEACAMP11	ENSG00000236123
CEACAMP2	ENSG00000230558
CEACAMP3	ENSG00000239736
CEACAMP4	ENSG00000230681
CEACAMP5	ENSG00000231561
CEACAMP6	ENSG00000238092
CEACAMP7	ENSG00000227349
CEACAMP8	ENSG00000236932
CEACAMP9	ENSG00000230529
CEAL1~withdrawn	
CEBPA	ENSG00000245848
CEBPB	ENSG00000172216
CEBPD	ENSG00000221869
CEBPE	ENSG00000092067
CEBPG	ENSG00000153879
CECR	
ADA2	ENSG00000093072
CECR2	ENSG00000099954
CECR3	ENSG00000241832
HDHD5-AS1	ENSG00000185837
HDHD5	ENSG00000069998
TMEM121B	ENSG00000183307
CECR7	ENSG00000237438
HSFY1P1	ENSG00000229027
CECR9	ENSG00000231004
CEL	ENSG00000170835
CELP	ENSG00000170827
CELSR1	ENSG00000075275
CENPA	ENSG00000115163
CENPB	ENSG00000125817
CENPC~withdrawn	
CENPC	ENSG00000145241
CENPCP1	ENSG00000226982
CENPE	ENSG00000138778
CENPF	ENSG00000117724
CNTRL	ENSG00000119397
CEP250	ENSG00000126001
CEPA	
CEPO~withdrawn	
CER1	ENSG00000147869
CES1	ENSG00000198848
CES2	ENSG00000172831
CES3	ENSG00000172828
CETN1	ENSG00000177143
CETN2	ENSG00000147400
CETN3	ENSG00000153140
CETP	ENSG00000087237
CF~withdrawn	
CFAG~withdrawn	
CFD1~withdrawn	
CFDP1	ENSG00000153774
CFL1	ENSG00000172757
CFL2	ENSG00000165410
CFLAR	ENSG00000003402
CFL1P5	ENSG00000213830
CFL1P2	ENSG00000213478
CFL1P3	ENSG00000228056
CFL1P4	ENSG00000213026
CFM1	
CFM2	
CFNS~withdrawn	
CFTR	ENSG00000001626
CGA	ENSG00000135346
CGB3	ENSG00000104827
CGF1	
CGGBP1	ENSG00000163320
CGM1~withdrawn	
CGM10~withdrawn	
CGM11~withdrawn	
CGM12~withdrawn	
CGM13~withdrawn	
CGM14~withdrawn	
CGM15~withdrawn	
CGM16~withdrawn	
CGM17~withdrawn	
CGM18~withdrawn	
CGM2~withdrawn	
CGM6~withdrawn	
CGM7~withdrawn	
CGM8~withdrawn	
CGM9~withdrawn	
CGS23~withdrawn	
CGT~withdrawn	
CH25H	ENSG00000138135
VPS13A	ENSG00000197969
CHAD	ENSG00000136457
CHAF1A	
CHAF1B	ENSG00000159259
CHAT	ENSG00000070748
RCC1	ENSG00000180198
RCBTB2	ENSG00000136161
CHD1	ENSG00000153922
CHD1L	ENSG00000131778
CHD2	ENSG00000173575
CHD3	ENSG00000170004
CHD4	ENSG00000111642
CHDR~withdrawn	
CHE1~withdrawn	
CHE2~withdrawn	
CHED1~withdrawn	
CHED2~withdrawn	
CHEK1	ENSG00000149554
CHEL1~withdrawn	
CHEL3~withdrawn	
FOXN3	ENSG00000053254
CHGA	ENSG00000100604
CHGB	ENSG00000089199
CHH~withdrawn	
CHI3L1	ENSG00000133048
CHI3L2	ENSG00000064886
CHIC1	ENSG00000204116
CHIC2	ENSG00000109220
CHIT1	ENSG00000133063
CHKA	ENSG00000110721
CHKB	ENSG00000100288
CHL1	ENSG00000134121
CHM	ENSG00000188419
CHML	ENSG00000203668
CHN~withdrawn	
CHN1	ENSG00000128656
CHN2	ENSG00000106069
CHR~withdrawn	
CHR39A~withdrawn	
CHR39B~withdrawn	
CHR39C~withdrawn	
CHRD	ENSG00000090539
CHRM1	ENSG00000168539
CHRM2	ENSG00000181072
CHRM3	ENSG00000133019
CHRM4	ENSG00000180720
CHRM5	ENSG00000184984
CHRNA1	ENSG00000138435
CHRNA2	ENSG00000120903
CHRNA3	ENSG00000080644
CHRNA4	ENSG00000101204
CHRNA5	ENSG00000169684
CHRNA7	ENSG00000175344
CHRNB1	ENSG00000170175
CHRNB2	ENSG00000160716
CHRNB3	ENSG00000147432
CHRNB4	ENSG00000117971
CHRND	ENSG00000135902
CHRNE	ENSG00000108556
CHRNG	ENSG00000196811
LYST	ENSG00000143669
CHST1	ENSG00000175264
CHST2	ENSG00000175040
CHST3	ENSG00000122863
CHST4	ENSG00000140835
CHST5	ENSG00000135702
CHUK	ENSG00000213341
VSX2	ENSG00000119614
CIDEA	ENSG00000176194
CIDEB	ENSG00000136305
CIDX~withdrawn	
CILD2~withdrawn	
CILP	ENSG00000138615
CIPO~withdrawn	
CIRBP	ENSG00000099622
UTP4	ENSG00000141076
CISH	ENSG00000114737
CIT	ENSG00000122966
CITED1	ENSG00000125931
CITED2	ENSG00000164442
CJD~withdrawn	
TBCB	ENSG00000105254
CKAP2	ENSG00000136108
CKB	ENSG00000166165
CKBE	
CKBP1	ENSG00000260889
CKM	ENSG00000104879
CKMT1B	ENSG00000237289
CKMT2	ENSG00000131730
CKN1~withdrawn	
CKN2~withdrawn	
CKS1BP7	ENSG00000254331
CKS2	ENSG00000123975
GREM1	ENSG00000166923
SCAR2	
SCAX1~withdrawn	
CLA3	
CLAPA1~withdrawn	
CLAPA2~withdrawn	
CLAPB1~withdrawn	
CLAPB2~withdrawn	
CLAPG1~withdrawn	
CLAPM1~withdrawn	
CLAPS1~withdrawn	
CLAPS2~withdrawn	
AP3S1	ENSG00000177879
CLC	ENSG00000105205
CLCA1	ENSG00000016490
